V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0,0.16569192239035546,0.21097543942892893,0.18294554659085094,0.8705393682784643,0.12946063172153563,0.6173865960544676,0.035025360315459636,0.12153130004381346,0.07548764318390092,0.5521948008961738,0.49327564204359636
0.16569192239035546,0,0.04528351703857349,0.017253624200495497,0.7048474458881088,0.2951525541118911,0.45169467366411203,0.20071728270581507,0.04416062234654199,0.09020427920645453,0.3865028785058184,0.3275837196532409
0.21097543942892893,0.04528351703857349,0,0.028029892838077993,0.6595639288495354,0.3404360711504646,0.40641115662553856,0.24600079974438857,0.08944413938511549,0.13548779624502802,0.3412193614672449,0.2823002026146674
0.18294554659085094,0.017253624200495497,0.028029892838077993,0,0.6875938216876133,0.3124061783123866,0.43444104946361656,0.21797090690631057,0.06141424654703749,0.10745790340695004,0.36924925430532285,0.31033009545274537
0.8705393682784643,0.7048474458881088,0.6595639288495354,0.6875938216876133,0,1,0.2531527722239968,0.905564728593924,0.7490080682346508,0.7950517250945633,0.3183445673822905,0.377263726234868
0.12946063172153563,0.2951525541118911,0.3404360711504646,0.3124061783123866,1,0,0.7468472277760031,0.09443527140607601,0.2509919317653491,0.20494827490543654,0.6816554326177093,0.622736273765132
0.6173865960544676,0.45169467366411203,0.40641115662553856,0.43444104946361656,0.2531527722239968,0.7468472277760031,0,0.6524119563699271,0.49585529601065403,0.5418989528705666,0.0651917951582937,0.12411095401087119
0.035025360315459636,0.20071728270581507,0.24600079974438857,0.21797090690631057,0.905564728593924,0.09443527140607601,0.6524119563699271,0,0.1565566603592731,0.11051300349936055,0.5872201612116335,0.528301002359056
0.12153130004381346,0.04416062234654199,0.08944413938511549,0.06141424654703749,0.7490080682346508,0.2509919317653491,0.49585529601065403,0.1565566603592731,0,0.04604365685991253,0.4306635008523603,0.3717443419997829
0.07548764318390092,0.09020427920645453,0.13548779624502802,0.10745790340695004,0.7950517250945633,0.20494827490543654,0.5418989528705666,0.11051300349936055,0.04604365685991253,0,0.4767071577122729,0.41778799885969536
0.5521948008961738,0.3865028785058184,0.3412193614672449,0.36924925430532285,0.3183445673822905,0.6816554326177093,0.0651917951582937,0.5872201612116335,0.4306635008523603,0.4767071577122729,0,0.058919158852577494
0.49327564204359636,0.3275837196532409,0.2823002026146674,0.31033009545274537,0.377263726234868,0.622736273765132,0.12411095401087119,0.528301002359056,0.3717443419997829,0.41778799885969536,0.058919158852577494,0
